0176::2018“北斗杯”全国青少年科技创新大赛吉林赛区::工科	航空航天	中华人民共和国教育部科学技术司 中国科学技术协会青少年科技中心 中国共产主义青年团中央委员会学校部 中国卫星导航系统管理办公室 中国卫星导航学术年会组委会	国际级	组队赛	36208	免费
0177::2018西北工业大学第九届力学竞赛::工科	航空航天	西北工业大学	校级	个人赛	15273	免费
0178::中国矿业大学“我与蓝天有个约会”空气动力飞机大赛::工科	航空航天	共青团中国矿业大学委员会 中国矿业大学大学生科学技术协会	校级	组队赛	9295	免费
0179::第三届中国矿业大学“创意无限，一飞冲天”----水火箭比赛::工科	航空航天	共青团中国矿业大学委员会 中国矿业大学大学生科学技术协会	市级	组队赛	9746	免费
0180::第三届中国航空创新创业大赛::工科	航空航天	中国航空学会 商务部投资促进事务局 航空企业科协技术创新联盟  中国科协军民融合学会联合体	国家级	组队赛	3082	免费
0181::火星探索计划——火星车设计大赛::工科	航空航天	中国科学技术馆 中国高科技产业化研究会科普教育展览中心	自由	个人赛	8087	免费
0182::第五届中国矿业大学“以水为火，一飞冲天”----水火箭比赛::工科	航空航天	共青团中国矿业大学委员会 中国矿业大学大学生科学技术协会	校级	组队赛	12424		收费
0183::2019中国智能船艇挑战赛“海上争锋”::工科	航空航天	中国造船工程学会 上海交通大学 中国船级社 中国海洋学会 中国航海学会 中国人工智能学会 山东省日照市人民政府	国家级	组队赛	4393	免费
0184::第四届中国矿业大学“以水为火，一飞冲天”----水火箭比赛::工科	航空航天	共青团中国矿业大学委员会 中国矿业大学大学生科学技术协会	校级	组队赛	16977		收费
0185::第一届“联合杯”大学生先进飞行器总体设计竞赛::工科	航空航天	教育部航空航天类专业教学指导委员会	自由	组队赛	7327	免费
0186::2018“北斗杯”全国青少年科技创新大赛吉林赛区::工科	航空航天	中华人民共和国教育部科学技术司 中国科学技术协会青少年科技中心 中国共产主义青年团中央委员会学校部 中国卫星导航系统管理办公室 中国卫星导航学术年会组委会	国际级	组队赛	36211	免费
0187::2018西北工业大学第九届力学竞赛::工科	航空航天	西北工业大学	校级	个人赛	15274	免费
0188::中国矿业大学“我与蓝天有个约会”空气动力飞机大赛::工科	航空航天	共青团中国矿业大学委员会 中国矿业大学大学生科学技术协会	校级	组队赛	9298	免费
0189::第三届中国矿业大学“创意无限，一飞冲天”----水火箭比赛::工科	航空航天	共青团中国矿业大学委员会 中国矿业大学大学生科学技术协会	市级	组队赛	9748	免费
0190::第三届中国航空创新创业大赛::工科	航空航天	中国航空学会 商务部投资促进事务局 航空企业科协技术创新联盟  中国科协军民融合学会联合体	国家级	组队赛	3083	免费
0191::“汇新杯”新兴科技+互联网创新大赛火热报名中::工科	航空航天	工业和信息化部工业文化发展中心  深圳市龙华区人民政府	国家级	组队赛	5489	免费
0192::”汇新杯“新兴科技+互联网创新大赛::工科	航空航天	工业和信息化部工业文化发展中心 深圳市龙华区人民政府	国家级	组队赛	5200	免费
